id,category/id,category/name,name
cbc09cc0-309d-e8ca-6dfe-a6dacb3e18d8,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Shred
cbd05fd9-3957-1c5e-e1ac-5fdaed24325d,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Original Score / Original version
cbd3a712-43d3-0c4c-a506-c937a115fd3d,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Filmi (??????? ?????) (Indian Cinema)
cc39fdae-6736-1b5f-aa6e-1cb0096459f5,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Emotional electronic
cc3c7d32-dda1-da6e-bf22-e68d6ccd5e8e,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Children songs
cc55ad30-79f8-f9fe-d019-ce4a92a45a7c,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Classic rock
cc58054b-c8ec-8680-58b4-bc17be7ed4bc,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Contemporary R&B
cc588bba-4143-ecfc-fbf1-9cab80cd9d2d,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Tap dance
cc6996eb-078e-8a98-0cbd-5b599fca4623,e2c9567d-7b02-440b-85cc-2411749b08d7,Genre,Go-Go Music
cc6bdc6c-006b-50b9-f3dc-aaae4af976b0,e2c9567d-7b02-440b-85cc-2411749b08d7,Genre,Cuban folk...
cc6c4fa7-c9b1-d8df-5367-ce9e16af011d,8de7e7f9-b2ca-4ecc-be62-56da1a2e6e6e,Situation,Study & focus
cca224ab-bf99-1e04-d2c0-ef5e3ddc1a96,e2c9567d-7b02-440b-85cc-2411749b08d7,Genre,Electro-Industrial
cca4278b-88ff-92b3-226e-86e8c6b37c1c,e8fdf981-8d7d-4506-b463-20d8223585b9,Keyword,Bounce music / New Orleans hip hop
